session_id,agent_name,trial_id,condition_id,scenario_id,time_sec,state,virtual_x,virtual_z,virtual_yaw,real_x,real_z,real_yaw,path_cross_track_error_m,target_distance_m
"20260629_132333","go1 (1)",1,"C2_NO_REPLAN","S01",0.000000,"idle",-20.127660,63.978230,46.227340,-20.127660,63.978230,46.227340,-1.000000,0.000000
"20260629_132333","go1 (1)",1,"C2_NO_REPLAN","S01",0.400000,"idle",-20.127660,63.978230,46.227340,-20.127660,63.978230,46.227340,-1.000000,0.000000
"20260629_132333","go1 (1)",1,"C2_NO_REPLAN","S01",2.203220,"idle",-20.127660,63.978230,46.227340,-20.127660,63.978230,46.227340,-1.000000,0.000000
"20260629_132333","go1 (1)",1,"C2_NO_REPLAN","S01",4.179864,"idle",-20.127660,63.978230,46.227340,-20.127660,63.978230,46.227340,-1.000000,0.000000
"20260629_132333","go1 (1)",1,"C2_NO_REPLAN","S01",6.176248,"idle",-20.127660,63.978230,46.227340,-20.127660,63.978230,46.227340,-1.000000,0.000000
"20260629_132333","go1 (1)",1,"C2_NO_REPLAN","S01",8.533418,"idle",-20.127660,63.978230,46.227340,-20.127660,63.978230,46.227340,-1.000000,0.000000
"20260629_132333","go1 (1)",1,"C2_NO_REPLAN","S01",11.231160,"idle",-20.127660,63.978230,122.191300,-20.127660,63.978230,122.191300,-1.000000,0.000000
"20260629_132333","go1 (1)",1,"C2_NO_REPLAN","S01",14.188160,"idle",-20.127660,63.978230,122.191300,-20.127660,63.978230,122.191300,-1.000000,0.000000
"20260629_132333","go1 (1)",1,"C2_NO_REPLAN","S01",17.362710,"idle",-20.127660,63.978230,122.191300,-20.127660,63.978230,122.191300,-1.000000,0.000000
"20260629_132333","go1 (1)",1,"C2_NO_REPLAN","S01",20.952750,"idle",-20.127660,63.978230,282.273700,-20.127660,63.978230,282.273700,-1.000000,0.000000
"20260629_132333","go1 (1)",1,"C2_NO_REPLAN","S01",24.877280,"idle",-20.127660,63.978230,282.273700,-20.127660,63.978230,282.273700,-1.000000,0.000000
"20260629_132333","go1 (1)",1,"C2_NO_REPLAN","S01",29.327840,"idle",-20.127660,63.978230,282.273700,-20.127660,63.978230,282.273700,-1.000000,0.000000
"20260629_132333","go1 (1)",1,"C2_NO_REPLAN","S01",34.078030,"idle",-20.127660,63.978230,218.111000,-20.127660,63.978230,218.111000,-1.000000,0.000000
"20260629_132333","go1 (1)",1,"C2_NO_REPLAN","S01",40.744700,"idle",-20.127660,63.978230,106.620900,-20.127660,63.978230,106.620900,-1.000000,0.000000
