session_id,agent_name,trial_id,condition_id,scenario_id,time_sec,event_type,detail,x,z
"20260629_132333","go1 (1)",1,"C2_NO_REPLAN","S01",0.000000,"trial_begin","evaluation",-20.127660,63.978230
