session_id,agent_name,trial_id,condition_id,scenario_id,map_id,policy_id,method,mode,difficulty_level,random_seed,start_time_iso,end_time_iso,success,end_reason,duration_sec,planning_time_sec,travel_distance_m,shortest_path_m,path_efficiency,collision_count,obstacle_collision_count,stuck_count,replan_count,replan_time_sec,raw_waypoints,sent_waypoints,sent_path_length_m,final_target_error_m,reached_by_error,cumulative_reward,steps,start_x,start_z,start_yaw,target_x,target_z,end_x,end_z,end_yaw
"20260707_115743","go1",13,"C1_NAVMESH_ONLY","S14","fullmap","NavMeshOnly","Unity_C1_NavMeshOnly_Evaluation","evaluation",0,121,"2026-07-07T12:02:05.1560645+09:00","2026-07-07T12:02:24.5540645+09:00",1,"goal_reached",19.398100,0.034576,6.635651,6.830634,0.999818,0,0,0,0,0.000000,4,1,6.830634,0.196190,1,0.000000,0,1.382030,4.405951,263.244700,4.793031,5.578833,4.716747,5.759584,247.118600
"20260707_115743","go1",14,"C1_NAVMESH_ONLY","S15","fullmap","NavMeshOnly","Unity_C1_NavMeshOnly_Evaluation","evaluation",0,121,"2026-07-07T12:02:25.7890062+09:00","2026-07-07T12:02:36.6210062+09:00",1,"goal_reached",10.832210,0.022552,3.702907,3.901919,0.999916,0,0,0,0,0.000000,2,1,3.901919,0.199324,1,0.000000,0,1.758814,3.148816,91.317850,2.497502,6.807022,2.403094,6.631474,118.270700
"20260707_115743","go1",15,"C1_NAVMESH_ONLY","S16","fullmap","NavMeshOnly","Unity_C1_NavMeshOnly_Evaluation","evaluation",0,121,"2026-07-07T12:02:37.8383369+09:00","2026-07-07T12:03:05.8013369+09:00",1,"goal_reached",27.963470,0.040588,9.679291,9.859642,0.998492,0,0,0,0,0.000000,5,1,9.859642,0.194943,1,0.000000,0,1.612797,3.938888,279.391000,6.422936,3.924432,6.229150,3.945647,186.247500
"20260707_115743","go1",16,"C1_NAVMESH_ONLY","S17","fullmap","NavMeshOnly","Unity_C1_NavMeshOnly_Evaluation","evaluation",0,121,"2026-07-07T12:03:07.0036433+09:00","2026-07-07T12:03:20.6506433+09:00",1,"goal_reached",13.647000,0.015656,4.568353,4.767696,0.999985,0,0,0,0,0.000000,4,1,4.767696,0.199413,1,0.000000,0,2.282230,4.089947,107.464100,3.723039,7.812167,3.546607,7.719230,152.221700
"20260707_115743","go1",17,"C1_NAVMESH_ONLY","S18","fullmap","NavMeshOnly","Unity_C1_NavMeshOnly_Evaluation","evaluation",0,121,"2026-07-07T12:03:21.8623752+09:00","2026-07-07T12:03:34.1013752+09:00",1,"goal_reached",12.238770,0.021332,4.201092,4.397215,1.000000,0,0,0,0,0.000000,2,1,4.397215,0.195668,1,0.000000,0,1.723822,3.603588,295.537200,2.687032,7.681941,2.591435,7.511215,119.246100
"20260707_115743","go1",18,"C1_NAVMESH_ONLY","S19","fullmap","NavMeshOnly","Unity_C1_NavMeshOnly_Evaluation","evaluation",0,121,"2026-07-07T12:03:36.4526508+09:00","2026-07-07T12:04:02.6366508+09:00",1,"goal_reached",26.183870,0.033356,9.058945,9.248093,0.998823,0,0,0,0,0.000000,5,1,9.248093,0.199814,1,0.000000,0,1.487978,2.505716,123.610300,4.529274,4.546533,4.514537,4.745803,265.770400
"20260707_115743","go1",19,"C1_NAVMESH_ONLY","S20","fullmap","NavMeshOnly","Unity_C1_NavMeshOnly_Evaluation","evaluation",0,121,"2026-07-07T12:04:03.8533579+09:00","2026-07-07T12:04:13.9013579+09:00",1,"goal_reached",10.047850,0.017120,3.179251,3.374866,0.999644,0,0,0,0,0.000000,2,1,3.374866,0.196749,1,0.000000,0,4.734125,3.135127,311.683400,5.064433,6.267169,4.929233,6.124231,133.406600
"20260707_115743","go1",20,"C1_NAVMESH_ONLY","S21","fullmap","NavMeshOnly","Unity_C1_NavMeshOnly_Evaluation","evaluation",0,121,"2026-07-07T12:04:15.1087236+09:00","2026-07-07T12:04:41.4437236+09:00",1,"goal_reached",26.334870,0.035614,8.812929,9.007524,0.999876,0,0,0,1,12.233490,4,1,9.007524,0.195692,1,0.000000,0,1.216710,2.218641,139.756500,4.999137,5.389874,4.913624,5.565892,244.088600
"20260707_115743","go1",21,"C1_NAVMESH_ONLY","S22","fullmap","NavMeshOnly","Unity_C1_NavMeshOnly_Evaluation","evaluation",0,121,"2026-07-07T12:04:42.6634270+09:00","2026-07-07T12:05:03.3884270+09:00",1,"goal_reached",20.724950,0.039154,7.344280,7.537651,0.999291,0,0,0,0,0.000000,5,1,7.537651,0.198582,1,0.000000,0,2.302610,2.977195,327.829700,4.587510,6.274951,4.497082,6.451750,242.911600
"20260707_115743","go1",22,"C1_NAVMESH_ONLY","S23","fullmap","NavMeshOnly","Unity_C1_NavMeshOnly_Evaluation","evaluation",0,121,"2026-07-07T12:05:04.6076405+09:00","2026-07-07T12:05:22.1226405+09:00",1,"goal_reached",17.514710,0.016144,6.055693,6.330893,1.000000,0,0,0,0,0.000000,5,2,6.330893,0.198343,1,0.000000,0,1.695577,2.800290,155.902800,4.102498,7.068984,3.974545,7.220535,180.244500
