session_id,agent_name,trial_id,mode,condition_id,scenario_id,map_id,policy_id,difficulty_level,evaluation_fixed_difficulty,agent_count,goal_min_distance,goal_max_distance,min_open_radius,start_x,start_z,start_yaw,target_x,target_z,target_straight_distance_m,random_seed,created_at_iso
"20260701_190810","go1",0,"evaluation","C1_NAVMESH_ONLY","S01","fullmap","NavMeshOnly",1,1,0,3.000000,10.000000,0.500000,2.226063,4.132020,338.294300,3.916481,7.608336,3.865526,121,"2026-07-01T19:08:26.1870472+09:00"
"20260701_190810","go1",1,"evaluation","C1_NAVMESH_ONLY","S02","fullmap","NavMeshOnly",1,1,0,3.000000,10.000000,0.500000,5.446342,3.243733,166.367400,5.882309,7.480969,4.259604,121,"2026-07-01T19:08:41.9304555+09:00"
