session_id,agent_name,trial_id,condition_id,scenario_id,map_id,policy_id,method,mode,difficulty_level,random_seed,start_time_iso,end_time_iso,success,end_reason,duration_sec,planning_time_sec,travel_distance_m,shortest_path_m,path_efficiency,collision_count,obstacle_collision_count,stuck_count,replan_count,replan_time_sec,raw_waypoints,sent_waypoints,sent_path_length_m,final_target_error_m,reached_by_error,cumulative_reward,steps,start_x,start_z,start_yaw,target_x,target_z,end_x,end_z,end_yaw
"20260701_191457","go1",0,"C1_NAVMESH_ONLY","S01","fullmap","NavMeshOnly","Unity_C1_NavMeshOnly_Evaluation","evaluation",1,121,"2026-07-01T19:15:27.2997489+09:00","2026-07-01T19:15:54.7333165+09:00",0,"agent_stopped",27.431520,0.039480,0.000000,12.405400,0.000000,0,0,1,0,0.000000,5,1,12.405400,4.224039,0,0.000000,0,1.777677,2.632161,338.294300,5.751057,1.198719,1.777677,2.632161,338.294300
"20260701_191457","go1",1,"C1_NAVMESH_ONLY","S02","fullmap","NavMeshOnly","Unity_C1_NavMeshOnly_Evaluation","evaluation",1,121,"2026-07-01T19:15:55.2475626+09:00","2026-07-01T19:16:18.3205626+09:00",0,"agent_stopped",23.072510,0.022856,0.000000,9.631058,0.000000,0,0,1,0,0.000000,5,1,9.631058,4.486446,0,0.000000,0,4.838392,1.597411,166.367400,1.804801,4.902790,4.838392,1.597411,166.367400
