session_id,agent_name,trial_id,mode,condition_id,scenario_id,map_id,policy_id,difficulty_level,evaluation_fixed_difficulty,agent_count,goal_min_distance,goal_max_distance,min_open_radius,start_x,start_z,start_yaw,target_x,target_z,target_straight_distance_m,random_seed,created_at_iso
"20260701_191457","go1",0,"evaluation","C1_NAVMESH_ONLY","S01","fullmap","NavMeshOnly",1,1,0,3.000000,10.000000,0.500000,1.777677,2.632161,338.294300,5.751057,1.198719,4.224039,121,"2026-07-01T19:15:54.7317489+09:00"
"20260701_191457","go1",1,"evaluation","C1_NAVMESH_ONLY","S02","fullmap","NavMeshOnly",1,1,0,3.000000,10.000000,0.500000,4.838392,1.597411,166.367400,1.804801,4.902790,4.486446,121,"2026-07-01T19:16:18.3190476+09:00"
