session_id,agent_name,trial_id,condition_id,scenario_id,time_sec,state,virtual_x,virtual_z,virtual_yaw,real_x,real_z,real_yaw,path_cross_track_error_m,target_distance_m
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",81.751630,"idle",-20.127660,63.978230,188.101800,-20.127660,63.978230,188.101800,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",88.418300,"idle",-20.127660,63.978230,188.101800,-20.127660,63.978230,188.101800,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",95.084970,"idle",-20.127660,63.978230,238.988100,-20.127660,63.978230,238.988100,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",101.751600,"idle",-20.127660,63.978230,260.627500,-20.127660,63.978230,260.627500,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",108.418300,"idle",-20.127660,63.978230,260.627500,-20.127660,63.978230,260.627500,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",115.085000,"idle",-20.127660,63.978230,279.065100,-20.127660,63.978230,279.065100,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",121.751600,"idle",-20.127660,63.978230,116.934900,-20.127660,63.978230,116.934900,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",128.418300,"idle",-20.127660,63.978230,116.934900,-20.127660,63.978230,116.934900,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",135.085000,"idle",-20.127660,63.978230,274.305400,-20.127660,63.978230,274.305400,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",141.751600,"idle",-20.127660,63.978230,312.534900,-20.127660,63.978230,312.534900,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",148.418300,"idle",-20.127660,63.978230,312.534900,-20.127660,63.978230,312.534900,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",155.085000,"idle",-20.127660,63.978230,332.718500,-20.127660,63.978230,332.718500,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",161.751600,"idle",-20.127660,63.978230,20.444660,-20.127660,63.978230,20.444660,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",168.418300,"idle",-20.127660,63.978230,20.444660,-20.127660,63.978230,20.444660,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",175.085000,"idle",-20.127660,63.978230,74.222260,-20.127660,63.978230,74.222260,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",181.751600,"idle",-20.127660,63.978230,2.937255,-20.127660,63.978230,2.937255,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",188.418300,"idle",-20.127660,63.978230,2.937255,-20.127660,63.978230,2.937255,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",195.085000,"idle",-20.127660,63.978230,208.997800,-20.127660,63.978230,208.997800,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",201.751600,"idle",-20.127660,63.978230,16.206590,-20.127660,63.978230,16.206590,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",208.418300,"idle",-20.127660,63.978230,16.206590,-20.127660,63.978230,16.206590,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",215.085000,"idle",-20.127660,63.978230,323.597400,-20.127660,63.978230,323.597400,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",221.751600,"idle",-20.127660,63.978230,232.202200,-20.127660,63.978230,232.202200,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",228.418300,"idle",-20.127660,63.978230,232.202200,-20.127660,63.978230,232.202200,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",235.085000,"idle",-20.127660,63.978230,124.964300,-20.127660,63.978230,124.964300,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",241.751600,"idle",-20.127660,63.978230,26.961050,-20.127660,63.978230,26.961050,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",248.418300,"idle",-20.127660,63.978230,26.961050,-20.127660,63.978230,26.961050,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",255.085000,"idle",-20.127660,63.978230,320.838200,-20.127660,63.978230,320.838200,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",261.751600,"idle",-20.127660,63.978230,157.623300,-20.127660,63.978230,157.623300,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",268.418300,"idle",-20.127660,63.978230,157.623300,-20.127660,63.978230,157.623300,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",275.085000,"idle",-20.127660,63.978230,307.370900,-20.127660,63.978230,307.370900,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",281.751600,"idle",-20.127660,63.978230,251.315600,-20.127660,63.978230,251.315600,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",288.418300,"idle",-20.127660,63.978230,251.315600,-20.127660,63.978230,251.315600,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",295.085000,"idle",-20.127660,63.978230,148.637000,-20.127660,63.978230,148.637000,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",301.751600,"idle",-20.127660,63.978230,171.888000,-20.127660,63.978230,171.888000,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",308.418300,"idle",-20.127660,63.978230,171.888000,-20.127660,63.978230,171.888000,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",315.085000,"idle",-20.127660,63.978230,194.214900,-20.127660,63.978230,194.214900,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",321.751600,"idle",-20.127660,63.978230,218.398500,-20.127660,63.978230,218.398500,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",328.418300,"idle",-20.127660,63.978230,218.398500,-20.127660,63.978230,218.398500,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",335.085000,"idle",-20.127660,63.978230,112.689800,-20.127660,63.978230,112.689800,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",341.751600,"idle",-20.127660,63.978230,302.070300,-20.127660,63.978230,302.070300,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",348.418300,"idle",-20.127660,63.978230,302.070300,-20.127660,63.978230,302.070300,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",355.085000,"idle",-20.127660,63.978230,229.632200,-20.127660,63.978230,229.632200,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",361.751600,"idle",-20.127660,63.978230,227.568700,-20.127660,63.978230,227.568700,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",368.418300,"idle",-20.127660,63.978230,227.568700,-20.127660,63.978230,227.568700,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",375.085000,"idle",-20.127660,63.978230,342.188700,-20.127660,63.978230,342.188700,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",381.751600,"idle",-20.127660,63.978230,231.260900,-20.127660,63.978230,231.260900,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",388.418300,"idle",-20.127660,63.978230,231.260900,-20.127660,63.978230,231.260900,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",395.085000,"idle",-20.127660,63.978230,8.027916,-20.127660,63.978230,8.027916,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",401.751600,"idle",-20.127660,63.978230,294.848500,-20.127660,63.978230,294.848500,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",408.418300,"idle",-20.127660,63.978230,294.848500,-20.127660,63.978230,294.848500,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",415.085000,"idle",-20.127660,63.978230,12.142120,-20.127660,63.978230,12.142120,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",421.751600,"idle",-20.127660,63.978230,173.894200,-20.127660,63.978230,173.894200,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",428.418300,"idle",-20.127660,63.978230,173.894200,-20.127660,63.978230,173.894200,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",435.085000,"idle",-20.127660,63.978230,40.990330,-20.127660,63.978230,40.990330,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",441.751600,"idle",-20.127660,63.978230,85.966300,-20.127660,63.978230,85.966300,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",448.418300,"idle",-20.127660,63.978230,85.966300,-20.127660,63.978230,85.966300,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",455.085000,"idle",-20.127660,63.978230,357.688400,-20.127660,63.978230,357.688400,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",461.751600,"idle",-20.127660,63.978230,160.130200,-20.127660,63.978230,160.130200,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",468.418300,"idle",-20.127660,63.978230,160.130200,-20.127660,63.978230,160.130200,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",475.085000,"idle",-20.127660,63.978230,296.279100,-20.127660,63.978230,296.279100,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",481.751600,"idle",-20.127660,63.978230,229.062400,-20.127660,63.978230,229.062400,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",488.418300,"idle",-20.127660,63.978230,229.062400,-20.127660,63.978230,229.062400,-1.000000,0.000000
"20260629_132033","go1 (1)",1,"C2_NO_REPLAN","S01",495.085000,"idle",-20.127660,63.978230,116.511700,-20.127660,63.978230,116.511700,-1.000000,0.000000
