session_id,agent_name,trial_id,condition_id,scenario_id,time_sec,state,virtual_x,virtual_z,virtual_yaw,real_x,real_z,real_yaw,path_cross_track_error_m,target_distance_m
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",180.124200,"idle",-20.127660,63.978230,310.630900,-20.127660,63.978230,310.630900,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",186.790800,"idle",-20.127660,63.978230,310.630900,-20.127660,63.978230,310.630900,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",193.457500,"idle",-20.127660,63.978230,356.790100,-20.127660,63.978230,356.790100,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",200.124200,"idle",-20.127660,63.978230,116.825200,-20.127660,63.978230,116.825200,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",206.790800,"idle",-20.127660,63.978230,116.825200,-20.127660,63.978230,116.825200,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",213.457500,"idle",-20.127660,63.978230,235.131300,-20.127660,63.978230,235.131300,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",220.124200,"idle",-20.127660,63.978230,224.648500,-20.127660,63.978230,224.648500,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",226.790800,"idle",-20.127660,63.978230,224.648500,-20.127660,63.978230,224.648500,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",233.457500,"idle",-20.127660,63.978230,158.055600,-20.127660,63.978230,158.055600,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",246.790800,"idle",-20.127660,63.978230,299.699900,-20.127660,63.978230,299.699900,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",253.457500,"idle",-20.127660,63.978230,350.655500,-20.127660,63.978230,350.655500,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",260.124200,"idle",-20.127660,63.978230,96.871110,-20.127660,63.978230,96.871110,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",266.790900,"idle",-20.127660,63.978230,96.871110,-20.127660,63.978230,96.871110,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",273.457500,"idle",-20.127660,63.978230,174.214400,-20.127660,63.978230,174.214400,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",280.124200,"idle",-20.127660,63.978230,70.969230,-20.127660,63.978230,70.969230,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",286.790900,"idle",-20.127660,63.978230,70.969230,-20.127660,63.978230,70.969230,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",293.457500,"idle",-20.127660,63.978230,146.326300,-20.127660,63.978230,146.326300,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",300.124200,"idle",-20.127660,63.978230,115.817300,-20.127660,63.978230,115.817300,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",306.790900,"idle",-20.127660,63.978230,115.817300,-20.127660,63.978230,115.817300,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",313.457500,"idle",-20.127660,63.978230,12.067490,-20.127660,63.978230,12.067490,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",320.124200,"idle",-20.127660,63.978230,304.200300,-20.127660,63.978230,304.200300,-1.000000,0.000000
"20260629_131034","go1 (1)",1,"C2_NO_REPLAN","S01",326.790900,"idle",-20.127660,63.978230,304.200300,-20.127660,63.978230,304.200300,-1.000000,0.000000
