session_id,agent_name,trial_id,condition_id,scenario_id,time_sec,state,virtual_x,virtual_z,virtual_yaw,real_x,real_z,real_yaw,path_cross_track_error_m,target_distance_m
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",0.000000,"idle",-20.127660,63.978230,8.669157,-20.127660,63.978230,8.669157,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",0.400000,"idle",-20.127660,63.978230,8.669157,-20.127660,63.978230,8.669157,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",2.960878,"idle",-20.127660,63.978230,8.669157,-20.127660,63.978230,8.669157,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",3.897014,"idle",-20.127660,63.978230,8.669157,-20.127660,63.978230,8.669157,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",4.704494,"idle",-20.127660,63.978230,8.669157,-20.127660,63.978230,8.669157,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",5.399080,"idle",-20.127660,63.978230,8.669157,-20.127660,63.978230,8.669157,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",6.073320,"idle",-20.127660,63.978230,8.669157,-20.127660,63.978230,8.669157,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",6.748810,"idle",-20.127660,63.978230,8.669157,-20.127660,63.978230,8.669157,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",7.440818,"idle",-20.127660,63.978230,8.669157,-20.127660,63.978230,8.669157,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",8.105856,"idle",-20.127660,63.978230,8.669157,-20.127660,63.978230,8.669157,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",8.695452,"idle",-20.127660,63.978230,8.669157,-20.127660,63.978230,8.669157,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",9.293044,"idle",-20.127660,63.978230,8.669157,-20.127660,63.978230,8.669157,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",9.781630,"idle",-20.127660,63.978230,8.669157,-20.127660,63.978230,8.669157,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",10.359250,"idle",-20.127660,63.978230,50.551620,-20.127660,63.978230,50.551620,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",10.968960,"idle",-20.127660,63.978230,50.551620,-20.127660,63.978230,50.551620,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",11.460280,"idle",-20.127660,63.978230,50.551620,-20.127660,63.978230,50.551620,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",12.019980,"idle",-20.127660,63.978230,50.551620,-20.127660,63.978230,50.551620,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",12.712760,"idle",-20.127660,63.978230,50.551620,-20.127660,63.978230,50.551620,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",13.391170,"idle",-20.127660,63.978230,50.551620,-20.127660,63.978230,50.551620,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",14.024770,"idle",-20.127660,63.978230,50.551620,-20.127660,63.978230,50.551620,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",14.737940,"idle",-20.127660,63.978230,50.551620,-20.127660,63.978230,50.551620,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",15.200080,"idle",-20.127660,63.978230,50.551620,-20.127660,63.978230,50.551620,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",15.760370,"idle",-20.127660,63.978230,50.551620,-20.127660,63.978230,50.551620,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",16.457020,"idle",-20.127660,63.978230,50.551620,-20.127660,63.978230,50.551620,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",17.158010,"idle",-20.127660,63.978230,50.551620,-20.127660,63.978230,50.551620,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",17.778270,"idle",-20.127660,63.978230,50.551620,-20.127660,63.978230,50.551620,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",18.348150,"idle",-20.127660,63.978230,50.551620,-20.127660,63.978230,50.551620,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",19.112370,"idle",-20.127660,63.978230,50.551620,-20.127660,63.978230,50.551620,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",20.054370,"idle",-20.127660,63.978230,144.768100,-20.127660,63.978230,144.768100,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",20.799790,"idle",-20.127660,63.978230,144.768100,-20.127660,63.978230,144.768100,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",21.481450,"idle",-20.127660,63.978230,144.768100,-20.127660,63.978230,144.768100,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",22.187630,"idle",-20.127660,63.978230,144.768100,-20.127660,63.978230,144.768100,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",22.998950,"idle",-20.127660,63.978230,144.768100,-20.127660,63.978230,144.768100,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",23.689130,"idle",-20.127660,63.978230,144.768100,-20.127660,63.978230,144.768100,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",24.407270,"idle",-20.127660,63.978230,144.768100,-20.127660,63.978230,144.768100,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",25.140880,"idle",-20.127660,63.978230,144.768100,-20.127660,63.978230,144.768100,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",25.788630,"idle",-20.127660,63.978230,144.768100,-20.127660,63.978230,144.768100,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",26.420320,"idle",-20.127660,63.978230,144.768100,-20.127660,63.978230,144.768100,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",27.040910,"idle",-20.127660,63.978230,144.768100,-20.127660,63.978230,144.768100,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",27.734850,"idle",-20.127660,63.978230,144.768100,-20.127660,63.978230,144.768100,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",28.319040,"idle",-20.127660,63.978230,144.768100,-20.127660,63.978230,144.768100,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",28.775460,"idle",-20.127660,63.978230,144.768100,-20.127660,63.978230,144.768100,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",29.305180,"idle",-20.127660,63.978230,144.768100,-20.127660,63.978230,144.768100,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",29.763550,"idle",-20.127660,63.978230,144.768100,-20.127660,63.978230,144.768100,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",30.323030,"idle",-20.127660,63.978230,152.552700,-20.127660,63.978230,152.552700,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",30.938080,"idle",-20.127660,63.978230,152.552700,-20.127660,63.978230,152.552700,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",31.434620,"idle",-20.127660,63.978230,152.552700,-20.127660,63.978230,152.552700,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",31.983140,"idle",-20.127660,63.978230,152.552700,-20.127660,63.978230,152.552700,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",32.421420,"idle",-20.127660,63.978230,152.552700,-20.127660,63.978230,152.552700,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",32.930380,"idle",-20.127660,63.978230,152.552700,-20.127660,63.978230,152.552700,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",33.430100,"idle",-20.127660,63.978230,152.552700,-20.127660,63.978230,152.552700,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",33.955860,"idle",-20.127660,63.978230,152.552700,-20.127660,63.978230,152.552700,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",34.415150,"idle",-20.127660,63.978230,152.552700,-20.127660,63.978230,152.552700,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",34.941430,"idle",-20.127660,63.978230,152.552700,-20.127660,63.978230,152.552700,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",35.447860,"idle",-20.127660,63.978230,152.552700,-20.127660,63.978230,152.552700,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",35.994420,"idle",-20.127660,63.978230,152.552700,-20.127660,63.978230,152.552700,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",36.450360,"idle",-20.127660,63.978230,152.552700,-20.127660,63.978230,152.552700,-1.000000,0.000000
"20260629_130505","go1 (1)",1,"C2_NO_REPLAN","S01",36.997520,"idle",-20.127660,63.978230,152.552700,-20.127660,63.978230,152.552700,-1.000000,0.000000
